,product_id,rcmd_product_id,score
0,48102821,56365197,0.46072473304957806
1,48102821,22413470,0.433537681425906
2,48102821,48273751,0.4149413835537337
3,48102821,70772235,0.40906108816405334
4,48102821,50319688,0.4010595902845202
5,48102821,52333193,0.40075345942249213
6,48102821,72928043,0.39197111830614545
7,48102821,52889826,0.3843128095067755
8,52333193,52889826,0.926884543360688
9,52333193,35373097,0.8780732288086202
10,52333193,26348659,0.8652193001996021
11,52333193,72928043,0.8556366522956007
12,52333193,48273751,0.7018195236420965
13,52333193,22413470,0.6661236985220453
14,52333193,41574489,0.6421462163115421
15,52333193,56365197,0.6274916942345825
16,299461,299431,0.7382484486019627
17,299461,56930154,0.5920786097725307
18,299461,74267277,0.5676573974577104
19,299461,389145,0.5626031681651118
20,299461,54665,0.500120998754173
21,299461,203734,0.4914847877567686
22,299461,899654,0.46270591410232675
23,299461,9830444,0.45343774278491955
24,57440329,54680052,0.3065112218918106
25,57440329,54385590,0.28712050039253595
26,57440329,24408779,0.285782677426111
27,57440329,59084364,0.25077192131617604
28,57440329,54383925,0.23624844193610314
29,57440329,51884751,0.22534018999445943
30,57440329,47994357,0.2192848415596796
31,57440329,11239836,0.21698011312630838
32,38458616,73314682,0.42237726870237413
33,38458616,74285829,0.42124676603061045
34,38458616,35373097,0.4028722356247838
35,38458616,26348659,0.38814945061946854
36,38458616,58291928,0.3870213799566182
37,38458616,48273751,0.37722761867485305
38,38458616,59130781,0.37634432549354524
39,38458616,72928043,0.3752756608519621
40,12567795,46623654,0.7302264354656269
41,12567795,23459272,0.714614161898441
42,12567795,22413470,0.37800744476962883
43,12567795,75574549,0.373158989095435
44,12567795,48273751,0.3621344303203219
45,12567795,35373097,0.3593183132995085
46,12567795,74285829,0.3542158589432903
47,12567795,73314682,0.35376925191583236
48,4897521,855600,0.4115701025873935
49,4897521,55469774,0.38321758645558923
50,4897521,23476288,0.37858785966051456
51,4897521,643138,0.3774256071478395
52,4897521,7320225,0.36826847210555
53,4897521,31602057,0.36224678167018165
54,4897521,25770121,0.3489202596648845
55,4897521,35373097,0.34570996799375464
56,47321729,48493605,0.4516584006799255
57,47321729,46841782,0.3953141229171172
58,47321729,55996377,0.37485666624051145
59,47321729,47271217,0.3449735350950664
60,47321729,65395332,0.3273585579385616
61,47321729,59322576,0.32125178264552473
62,47321729,49337807,0.31378011369973036
63,47321729,60030176,0.30105516791189446
64,2638665,23368835,0.8599119986358381
65,2638665,591960,0.8067689558785558
66,2638665,19408798,0.4120876774293209
67,2638665,855600,0.38998886064063665
68,2638665,31602057,0.3693100100134108
69,2638665,55469774,0.35048451451569457
70,2638665,23476288,0.34471426981341513
71,2638665,4897521,0.33571551343476447
72,25078249,4312979,0.3844448153046615
73,25078249,19359126,0.34670477734654387
74,25078249,8159079,0.33443593875536465
75,25078249,691576,0.33118755002035016
76,25078249,916784,0.3293676322975983
77,25078249,54665,0.3214086819403166
78,25078249,389145,0.320814175265612
79,25078249,9830444,0.31736655250719537
80,389145,74267277,0.7155280665443898
81,389145,203734,0.5667158566061383
82,389145,299461,0.5626031681651118
83,389145,54665,0.5526179713287933
84,389145,299431,0.5172111303364318
85,389145,469404,0.4741683159289204
86,389145,56930154,0.4535687270677619
87,389145,43349411,0.42551524388194745
88,180912,208248,0.6036505868712116
89,180912,11241055,0.4644829978870181
90,180912,588800,0.4263643162986028
91,180912,122012,0.4200106299569365
92,180912,595655,0.40657149502519474
93,180912,359483,0.3859737321427723
94,180912,361277,0.3662161953737685
95,180912,10590207,0.3600337094437332
96,7820533,65395332,0.5668686615795192
97,7820533,59322576,0.5260735608925676
98,7820533,32586832,0.5189779354406188
99,7820533,15079790,0.5011838288036972
100,7820533,70895043,0.4896821260276399
101,7820533,56320903,0.47211432403039555
102,7820533,45123323,0.4672036118248184
103,7820533,23852057,0.4671667964111839
104,1600005,7320225,0.3569509585624511
105,1600005,855600,0.3447407490020833
106,1600005,74141526,0.34374664128189913
107,1600005,14790642,0.3267205448630024
108,1600005,31602057,0.31794738033850295
109,1600005,19408798,0.31703829444526405
110,1600005,4897521,0.31698346346950257
111,1600005,1935009,0.30655541920671076
112,356188,11921226,0.9308136633526792
113,356188,233129,0.2386467387829939
114,356188,7975728,0.2291146033908304
115,356188,554912,0.22880389651010177
116,356188,310917,0.22861715499489707
